pm25,pm10,no2,so2,co,o3,AQI
46.84399999999999,43.4,2.0,4.0,6.0,5.0,123.98999999999997
45.27599999999999,41.8,2.0,6.0,9.0,5.0,116.29
43.60999999999999,40.2,2.0,2.0,7.0,6.0,108.74399999999999
42.04199999999999,39.0,3.0,2.0,8.0,6.0,102.4568888888889
40.96399999999999,39.7,2.0,3.0,8.0,5.0,105.11888888888889
45.303999999999995,40.6,2.0,4.0,6.0,5.0,117.21888888888888
49.74199999999999,39.4,2.0,3.5,6.0,3.0,133.736
73.97999999999999,38.0,2.0,3.0,6.0,1.0,142.07399999999998
72.3,36.2,2.0,1.0,11.0,3.0,141.12800000000001
70.2,33.3,2.0,2.0,12.0,4.0,127.37800000000003
43.036,29.4,2.0,3.0,19.0,3.0,107.07280000000003
33.7176,27.8,2.0,3.0,21.0,5.0,84.96160000000002
28.425599999999992,28.6,2.0,3.0,23.0,4.0,73.12840000000001
17.584559999999996,33.0,2.0,2.0,20.0,5.0,76.44951111111112
32.56079999999999,39.2,2.0,2.0,23.0,4.0,97.11751111111114
48.2216,47.4,2.0,3.0,14.0,10.0,138.23271111111112
88.1,55.6,3.0,2.0,12.0,13.0,191.80613333333335
105.25999999999999,59.8,3.0,2.0,13.0,15.0,246.38266666666667
118.2,60.4,3.0,2.0,11.0,16.0,271.24600000000004
110.4,61.2,3.0,3.0,14.0,7.0,276.90000000000003
110.4,61.0,8.0,3.0,15.0,3.0,268.32000000000005
66.24,60.2,6.0,4.0,16.0,11.0,268.32000000000005
110.4,57.6,2.0,3.0,10.0,11.0,250.6056000000001
94.296,55.0,3.0,2.0,10.0,4.0,221.06066666666672
83.844,50.4,4.0,3.0,9.0,3.0,173.52413333333337
28.344959999999993,46.0,1.0,2.0,5.0,3.0,136.66200000000003
12.828479999999999,42.2,1.0,2.0,5.0,5.0,107.2081777777778
22.96896,42.6,2.5,2.0,5.0,8.0,104.68257777777784
65.19200000000001,43.1,4.0,2.0,5.0,9.0,125.53417777777786
80.04400000000001,44.0,2.0,2.0,4.0,9.0,163.4129333333334
91.2,44.7,4.0,3.0,5.0,11.0,193.6750666666667
92.4,44.1,6.0,2.0,7.5,7.0,200.68866666666668
86.41999999999999,42.9,8.0,1.0,10.0,3.0,187.63933333333338
79.64000000000001,41.6,9.0,4.0,8.0,5.0,160.25920000000005
47.468399999999995,38.9,8.0,3.0,8.0,7.0,128.17431111111117
38.54199999999999,35.8,7.0,4.0,7.0,6.0,96.37600000000002
17.592959999999994,33.8,8.0,4.0,8.0,6.0,75.50871111111114
15.988559999999998,31.8,7.0,4.0,8.0,4.0,64.17773333333336
14.384159999999996,31.6,5.0,3.0,9.0,10.0,61.51431111111114
22.197599999999998,33.8,3.0,2.0,8.0,2.0,63.713866666666696
25.264799999999997,39.0,10.0,3.0,9.0,4.0,71.46240000000003
29.088,44.4,10.0,2.0,10.0,6.0,89.46813333333336
38.80799999999999,50.76923076923076,9.0,6.0,9.0,3.0,122.51066666666668
48.528,61.96923076923076,10.0,5.78571428571428,9.0,1.0,168.12533333333337
95.16,72.16923076923077,9.84615384615384,5.57142857142857,11.076923076923,2.84615384615384,216.1106666666667
108.0,79.76923076923076,8.0,3.0,36.0,25.0,251.55600000000004
112.8,89.56923076923076,9.0,2.0,32.3333333333333,32.0,270.96000000000004
112.8,103.4,9.0,3.0,28.6666666666666,20.0,276.24
78.96,110.6,15.0,4.0,25.0,34.0,276.24
112.8,118.4,8.0,5.0,39.0,63.0,276.24
112.8,125.6,9.0,4.0,42.0,53.0,280.7681339807523
120.0,131.2,6.0,3.0,37.0,48.0,285.6369218359692
120.0,131.2,7.0,3.0,38.0,52.0,291.86627913713784
120.0,132.2,8.0,3.0,40.0,52.0,291.58882040748637
120.0,130.8,7.0,3.0,34.0,49.0,289.5818964936811
120.0,132.4,9.0,5.0,31.0,44.0,286.5908664115968
120.0,134.2,7.0,4.0,22.0,63.0,288.3704347880955
120.0,136.8,7.0,5.0,13.0,39.0,289.83443035577073
120.0,140.6,6.0,4.0,2.0,54.0,289.57009938881635
120.0,146.2,5.0,4.0,2.0,57.0,285.62287641555525
120.0,143.9,7.0,4.0,4.0,57.0,287.2559190381906
120.0,140.8,7.0,3.0,6.0,3.0,286.1401261771666
120.0,133.93333333333322,6.5,3.5,7.0,10.5,287.9012451954094
120.0,124.8666666666664,6.0,4.0,8.0,18.0,287.52939344902416
120.0,109.2666666666664,7.0,4.0,17.0,2.0,287.1153172074804
120.0,99.1666666666664,7.0,4.0,15.3333333333333,21.6666666666666,288.37543653665756
120.0,92.6666666666664,7.0,4.0,12.0,61.0,288.09502522769793
120.0,96.7333333333332,7.0,5.0,14.0,49.0,290.6256806250722
120.0,101.0,6.0,4.0,10.0,50.0,289.9306607200787
120.0,112.6,7.0,5.0,11.0,44.0,286.2220181345521
120.0,124.2,9.0,7.0,14.0,41.0,287.0502049713654
120.0,127.4,10.0,4.0,15.0,43.0,288.6058755492159
120.0,116.8,6.0,4.0,14.0,45.0,289.352075828125
120.0,104.2,6.0,5.0,10.0,37.0,290.52752303293727
120.0,90.2,6.0,4.0,11.0,25.0,286.1999527094354
120.0,76.2,5.0,3.0,11.0,37.0,287.82572945570695
120.0,67.55,4.0,3.0,10.0,34.0,284.3245321159456
120.0,68.95,5.0,2.0,11.0,32.0,284.9230960330312
120.0,72.55,5.125,2.25,11.25,30.0,283.4529548932319
120.0,76.75,6.0,4.0,13.0,16.0,283.6367887056995
120.0,81.35,7.0,1.0,14.0,3.0,283.9587204056844
120.0,88.8,7.0,1.0,13.5,5.0,283.4401419478456
120.0,93.0,7.0,1.0,13.0,7.0,283.4046857885521
120.0,89.2,2.0,1.0,12.0,10.6666666666666,285.17394185082463
120.0,81.8,2.0,1.0,13.0,14.3333333333333,286.49268793243124
115.8,74.0,2.0,6.0,11.0,18.0,282.54709103045656
111.6,66.0,4.5,4.0,8.66666666666666,11.0,276.90000000000003
111.6,61.2,7.0,2.0,6.33333333333333,4.0,272.28
111.6,64.2,8.0,5.0,4.0,21.0,272.28
111.6,72.0,8.0,3.0,4.0,18.0,276.9
115.8,80.46666666666667,6.0,9.0,4.0,21.0,283.23953777730463
120.0,86.86666666666666,8.0,11.0,4.0,25.0,287.04588158456687
120.0,90.26666666666667,8.33333333333333,8.33333333333333,5.0,28.6666666666666,283.74588158456686
112.8,93.26666666666667,9.0,3.0,7.0,36.0,278.72634380726225
112.8,93.96666666666667,6.0,2.0,11.0,15.0,276.24
78.96,94.0,7.0,8.0,10.0,30.0,276.24
112.8,93.4,7.0,2.0,9.0,18.0,276.24
112.8,92.6,8.0,2.5,10.0,15.0,281.50253190430203
120.0,92.4,9.0,3.0,11.0,12.0,286.1102185834731
120.0,93.36666666666665,2.0,3.0,11.0,21.0,287.99562791813463
120.0,94.46666666666665,12.0,10.0,14.0,10.0,287.8026469283997
120.0,96.66666666666666,12.6666666666666,7.33333333333333,13.3333333333333,14.0,285.1884931506416
120.0,98.86666666666665,14.0,2.0,12.0,22.0,286.31906919590193
120.0,100.66666666666666,19.0,7.0,13.0,1.0,287.3657467709724
120.0,101.0,22.0,7.0,13.0,21.0,290.507052594748
120.0,101.2,13.0,7.0,12.0,36.0,293.26456908970675
120.0,100.2,11.0,3.0,11.0,22.0,289.71920289057437
120.0,104.4,2.0,2.0,10.0,17.0,287.636989072716
120.0,111.6,9.0,2.0,12.0,18.0,284.41329986716045
120.0,120.36551724137921,15.0,8.0,13.0,24.0,287.42243343679655
120.0,133.7655172413792,3.0,6.0,19.0,8.0,284.3698085294664
112.8,149.96551724137922,3.0,5.86206896551724,18.8275862068965,8.24137931034482,281.8199958601413
112.8,160.96551724137922,3.0,2.0,14.0,15.0,276.24
78.96,168.96551724137922,5.5,4.5,11.0,17.5,268.32
105.6,169.4,8.0,7.0,8.0,20.0,252.48000000000002
98.4,165.2,8.0,3.0,7.0,7.0,244.56000000000003
73.91999999999999,165.2,7.0,3.0,8.0,10.0,244.56000000000003
73.91999999999999,165.2,7.0,4.0,8.0,11.0,252.47999999999996
105.6,161.4,7.0,10.0,9.0,27.0,260.40000000000003
112.8,164.0,7.0,1.0,7.0,6.0,268.32
112.8,166.4917647058822,7.0,9.0,11.0,8.0,263.70000000000005
101.4,148.0917647058822,7.0,10.0,15.0,17.0,238.28666666666672
62.99999999999999,126.1717647058822,6.98823529411764,10.035294117647,15.1058823529411,16.9647058823529,200.33333333333334
30.260999999999996,69.29764705882344,6.0,13.0,24.0,14.0,161.8025
25.669874999999998,57.23364705882343,6.0,12.0,9.0,22.0,130.9475
23.850749999999998,45.239999999999995,4.0,18.0,7.0,23.0,112.6325
23.850749999999998,44.928000000000004,3.0,20.0,7.06598984771573,6.0,107.43499999999996
23.850749999999998,46.903999999999996,3.66666666666666,18.0,7.13197969543147,15.0,107.43499999999999
23.85075,47.84000000000001,5.0,14.0,7.26395939086294,33.0,113.29250000000002
25.900875000000003,48.776,3.0,13.0,17.0,33.0,124.67750000000001
27.8355,49.504,3.0,13.7142857142857,17.0,24.0,141.01250000000002
42.24,46.38400000000001,3.0,14.4285714285714,7.0,28.0,156.275
44.63250000000001,42.848000000000006,3.0,15.1428571428571,7.0,23.0,164.62400000000002
43.9395,41.080000000000005,5.0,5.0,7.0,18.0,162.24800000000002
41.052000000000014,38.79200000000001,5.0,5.0,7.0,21.0,149.64200000000002
26.830650000000006,36.712,4.0,5.0,7.0,11.0,128.96750000000006
33.602250000000005,34.73600000000001,4.0,18.0,7.0,15.0,108.96133333333337
29.394750000000005,33.176,3.0,9.0,7.0,15.0,91.77050000000003
18.716775,33.07200000000001,3.0,4.0,7.0,14.0,81.9925
24.67575,33.48800000000001,3.0,4.0,7.0,12.0,76.16558333333334
16.4558625,33.904,3.0,6.0,7.0,7.0,77.40283333333336
19.591687500000003,37.024,3.0,6.5,7.0,4.5,82.47841666666669
20.8621875,40.144000000000005,3.0,7.0,7.0,2.0,98.45275000000002
36.122625,40.872,5.0,6.0,7.0,34.0,120.55258333333335
28.981837500000005,40.76800000000001,9.0,6.0,7.0,24.5,149.62550000000002
45.7875,40.664,4.0,4.0,7.0,15.0,170.44025000000002
46.53,38.688,3.0,46.0,7.0,65.0,184.32500000000002
48.345000000000006,36.088,2.0,4.0,7.0,30.0,179.45749999999998
43.353750000000005,33.904,2.0,5.0,7.0,23.0,163.12250000000003
38.362500000000004,33.28,2.0,4.0,7.0,19.0,133.17500000000004
23.359875000000002,32.76,2.0,4.0,7.0,21.0,108.76133333333335
20.714924999999997,32.24000000000001,2.0,3.0,7.0,15.0,91.73316666666669
18.878475,32.24000000000001,3.0,4.0,7.0,17.0,85.54500000000002
19.48485,32.968,2.0,3.0,7.0,18.0,83.91983333333336
19.565700000000003,32.55200000000001,2.0,3.0,7.0,15.0,85.00600000000001
19.646549999999998,33.28000000000001,1.0,2.0,7.0,15.0,84.14850000000001
18.878474999999998,33.696000000000005,2.0,4.0,7.0,11.0,82.66216666666668
18.51465,34.21600000000001,1.0,6.0,7.0,14.0,80.89
18.393374999999995,33.800000000000004,2.0,6.0,7.0,15.0,82.49883333333334
20.01615,33.384,1.0,5.0,7.0,16.0,84.60311111111112
20.002675,33.150000000000006,2.0,5.0,7.0,18.0,86.85983333333336
28.556000000000004,35.048,2.0,8.0,7.0,19.0,95.00266666666668
44.19449999999999,56.84000000000001,2.0,7.0,11.0,19.0,118.36105555555555
53.865,58.8,2.0,4.0,11.0,17.0,153.4535
87.6,61.4,1.0,5.0,11.0,17.0,190.26833333333335
96.3,61.8,2.0,5.0,11.0,11.0,218.5966666666667
102.4,59.4,1.0,2.0,11.0,9.5,222.75800000000004
91.08000000000001,56.4,1.0,2.0,11.0,8.0,199.78666666666672
75.72,53.8,2.0,2.0,11.0,13.0,150.19333333333336
39.059999999999995,49.2,2.0,3.0,11.0,8.0,110.76533333333334
30.96,44.6,2.0,4.0,11.0,16.0,85.4088888888889
13.739999999999998,40.0,2.0,3.0,11.0,7.0,77.4817777777778
41.239999999999995,35.8,2.0,20.0,11.0,6.0,69.24106666666668
36.464,33.6,2.0,9.0,11.0,7.0,66.12902222222225
24.050399999999996,33.8,2.0,11.0,11.0,5.0,64.0840888888889
15.743279999999997,35.6,2.0,7.0,11.0,8.0,63.94253333333334
25.342799999999993,36.8,2.0,3.0,11.0,5.0,61.88888888888889
36.312,39.0,2.0,7.0,11.0,2.0,62.53133333333335
27.064799999999998,41.2,2.0,3.0,11.0,2.0,61.370577777777804
14.310239999999997,43.0,2.0,2.0,11.0,6.0,56.69182222222224
11.912879999999996,44.4,3.0,2.0,11.0,1.0,51.121422222222236
6.103439999999999,45.65,2.0,2.0,11.0,5.0,50.399488888888904
13.753319999999997,46.1,3.0,2.0,11.0,5.0,52.79375555555557
22.481199999999998,44.825,2.0,3.0,11.0,3.0,54.41040000000002
21.981399999999997,43.55,2.0,2.75,11.0,3.75,51.75091111111113
11.97168,42.35,2.0,2.0,11.0,6.0,47.69886666666668
5.209679999999999,42.3,2.0,2.0,11.0,5.0,44.218888888888905
4.330619999999999,42.85,2.0,4.0,11.0,2.0,43.491666666666696
8.4672,45.325,2.0,4.0,11.0,3.0,45.32500000000002
10.813320000000001,47.8,2.0,21.0,11.0,38.0,48.76686666666669
13.159439999999998,49.0,2.0,9.0,4.0,6.0,52.938666666666684
23.9316,49.8,2.0,34.0,4.0,5.0,56.102533333333355
23.696399999999997,47.4,3.0,20.0,4.0,7.0,57.29160000000002
23.461199999999998,44.0,2.0,16.0,4.0,7.0,55.55373333333335
13.01832,39.6,3.0,5.0,4.0,8.0,58.764866666666684
13.119119999999999,35.2,9.0,53.0,4.0,3.0,54.36893333333335
10.975859999999999,31.6,5.0,12.0,4.0,7.0,51.88166666666668
16.2594,31.6,3.0,8.33333333333333,4.0,4.0,43.64833333333335
5.320349999999999,32.4,3.5,4.66666666666666,4.0,3.0,41.89833333333335
9.652859999999999,34.2,4.0,1.0,4.0,2.0,39.910000000000025
3.752909999999999,39.2,2.0,6.0,4.0,3.0,40.30166666666669
3.647069999999999,43.4,2.0,29.0,4.0,5.0,43.06666666666669
3.7743299999999995,46.6,1.0,8.0,4.0,5.0,47.196000000000026
4.07421,50.6,2.0,12.0,4.0,5.0,51.23200000000003
11.1366,54.6,2.0,10.0,4.0,5.0,53.580666666666694
7.442819999999998,52.7,1.0,8.0,4.0,5.0,51.751333333333356
3.6199799999999986,46.1,2.0,10.0,4.0,4.0,46.41533333333336
2.681279999999999,39.5,4.0,8.2,4.0,5.0,39.233333333333356
2.2138199999999992,32.1,5.0,6.4,4.0,7.0,32.76666666666669
2.2049999999999996,26.7,2.0,4.6,4.0,8.0,26.933333333333355
2.0999999999999996,22.0,2.0,2.5,4.0,7.0,24.36666666666669
2.0999999999999996,24.4,3.0,1.0,4.0,11.0,24.20000000000002
2.0999999999999996,26.2,3.0,2.0,4.0,8.0,26.533333333333356
2.3196599999999994,29.0,2.0,2.0,4.0,12.0,28.600000000000023
3.1457999999999995,30.6,2.0,1.0,4.0,6.0,31.66666666666669
7.138319999999999,35.4,2.0,1.0,4.0,7.0,34.200000000000024
13.308399999999997,36.6,2.0,1.0,4.0,8.0,36.46666666666669
8.83176,37.4,2.0,1.0,4.0,7.0,37.00000000000002
9.043439999999999,37.0,3.0,1.0,4.0,6.0,36.200000000000024
8.149679999999996,34.2,3.0,1.0,4.0,9.0,33.86000000000002
7.655759999999998,30.2,3.0,1.0,4.0,8.0,30.79333333333336
6.544439999999998,27.8,3.0,1.0,6.0,7.0,28.260000000000023
5.433119999999999,26.6,2.0,8.0,6.0,6.0,26.735555555555578
3.251639999999999,25.8,3.0,4.0,6.0,5.0,27.642222222222244
3.845519999999999,27.0,3.0,10.0,6.0,6.0,31.702222222222243
16.287599999999998,29.0,4.0,8.0,6.0,5.0,39.596666666666685
20.785799999999995,30.6,6.0,12.0,6.0,6.0,48.10893333333335
23.167199999999998,31.0,6.0,14.0,6.0,7.0,53.41053333333335
22.579199999999993,31.2,6.0,21.0,6.0,6.0,54.53235555555557
13.077119999999997,31.4,6.0,35.0,6.0,6.0,52.13342222222224
20.521199999999997,31.6,6.0,38.0,6.0,7.0,50.5473777777778
20.969199999999997,33.0,6.0,21.0,6.0,7.0,52.444222222222244
24.233999999999998,35.4,7.0,2.0,6.0,6.0,57.55666666666669
38.08,37.8,7.0,2.0,6.0,9.0,64.19733333333335
41.54,39.8,7.0,2.0,6.0,9.0,69.95755555555557
45.2,41.8,7.0,2.0,6.0,9.0,76.01177777777781
49.2,42.6,8.0,2.0,6.0,10.0,79.15866666666669
47.32000000000001,43.4,8.0,3.0,6.0,12.0,79.28933333333336
45.440000000000005,45.0,8.0,2.0,6.0,11.0,79.09333333333336
29.304000000000002,46.6,10.0,2.0,6.0,13.0,81.66311111111115
31.223999999999997,45.733333333333334,8.0,2.0,6.0,22.0,80.80942222222224
43.872,43.2,10.0,2.0,6.0,13.0,74.87388888888891
37.938,40.6,7.0,7.0,6.0,7.0,63.85106666666669
13.35348,36.0,8.0,3.0,6.0,5.0,51.26853333333336
4.52466,32.6,6.0,3.0,6.0,7.0,40.102288888888914
2.3725799999999992,30.46666666666667,6.0,5.0,6.0,7.0,32.25888888888891
4.286519999999999,30.4,6.0,7.0,6.0,6.0,30.28888888888891
6.115199999999999,30.0,7.0,16.0,6.0,6.0,30.757777777777804
8.03208,31.6,7.0,12.0,6.0,27.0,34.16444444444448
17.060399999999998,32.2,7.0,4.0,6.0,5.0,40.620000000000026
20.733999999999998,33.4,6.0,3.0,6.0,9.0,47.20026666666669
30.375999999999998,34.2,6.0,5.0,6.0,9.0,49.40026666666669
28.332,35.0,6.0,5.0,5.0,6.0,46.98915555555558
10.617599999999998,35.0,6.0,4.0,5.0,8.0,41.11777777777781
8.554559999999999,34.0,6.0,4.0,5.0,8.0,36.51111111111114
6.703199999999999,33.4,6.0,4.0,5.0,7.0,33.40000000000003
7.385279999999998,32.8,7.0,4.0,5.0,8.0,34.00444444444447
9.024959999999998,32.6,6.0,5.0,5.0,9.0,37.42666666666669
18.34,32.0,6.0,4.0,5.0,9.0,43.98986666666669
30.912,32.2,6.0,5.0,5.0,10.0,50.85964444444446
33.32,34.0,6.0,5.0,5.0,8.0,55.26408888888892
33.6,35.8,7.0,4.0,5.0,10.0,55.410000000000025
21.825999999999997,36.4,6.0,4.0,5.0,8.0,52.691333333333354
20.272,37.4,5.0,4.0,5.0,9.0,49.931333333333356
20.411999999999995,42.8,7.0,5.0,5.0,9.0,54.4937777777778
27.691999999999997,46.8,9.0,4.0,5.0,11.0,66.272
49.959999999999994,50.6,8.0,6.0,5.0,14.0,84.59666666666668
60.779999999999994,56.0,8.0,5.0,5.0,18.0,108.81844444444444
71.6,61.0,7.0,6.0,5.0,19.0,134.418
78.0,61.4,13.0,6.0,5.0,14.0,150.94000000000003
75.8,59.86666666666666,16.0,8.0,5.0,12.0,146.10000000000002
67.19999999999999,56.266666666666666,15.0,8.0,5.0,12.0,124.96488888888888
58.15999999999999,48.26666666666666,16.6666666666666,7.66666666666666,5.0,11.3333333333333,99.10666666666667
27.023999999999994,40.066666666666656,20.0,7.0,5.0,10.0,76.39288888888889
20.063999999999993,32.066666666666656,16.0,6.0,5.0,18.0,55.81244444444445
6.345599999999997,25.2,7.0,6.0,5.0,15.0,41.06400000000001
5.637599999999999,22.0,7.0,2.0,5.0,10.0,33.320000000000014
4.20672,24.0,7.0,4.0,5.0,9.0,35.76444444444447
17.8864,33.2,7.0,6.0,5.0,13.0,50.573866666666696
45.152,42.4,8.0,3.0,5.0,23.0,79.31564444444446
65.64,48.4,9.0,4.0,5.0,30.0,116.38675555555558
76.0,53.0,8.0,3.0,9.0,30.0,146.804
80.0,56.8,6.0,3.0,9.0,17.0,166.78000000000003
83.8,54.8,7.0,2.0,9.0,12.0,159.21200000000002
69.12,57.0,7.0,4.0,9.0,19.0,149.44400000000005
71.12,62.4,7.0,4.0,9.0,25.0,144.95600000000002
47.832,63.8,11.0,4.0,9.0,36.0,165.85600000000002
88.12,64.4,10.0,4.0,9.0,32.0,194.12933333333334
96.52000000000001,64.2,9.0,4.0,9.0,15.0,217.5626666666667
100.72,58.4,8.0,8.0,9.0,17.0,222.51600000000005
92.32000000000001,52.6,7.0,4.0,9.0,22.0,207.88266666666672
50.112,50.8,12.0,5.0,9.0,1.0,182.6893333333334
78.12,49.8,9.0,4.0,9.0,26.0,161.01600000000005
72.92,53.0,8.0,4.0,9.0,33.0,152.39200000000002
75.67999999999999,57.8,10.0,5.0,9.0,28.0,158.72799999999998
83.88,62.4,11.0,6.0,9.0,37.0,168.584
49.12799999999999,66.2,11.0,4.0,9.0,21.0,178.924
85.08,69.6,8.0,4.0,9.0,16.0,183.544
52.848,69.2,7.0,5.0,9.0,14.0,201.38933333333333
97.8,71.8,8.0,5.0,9.0,3.0,215.9346666666667
98.0,76.4,9.75,5.0,9.0,6.33333333333333,239.06000000000003
108.8,81.8,13.25,5.0,9.0,13.0,257.32
114.4,88.6,15.0,5.0,9.0,26.0,275.07521959607885
120.0,95.0,10.0,8.0,9.0,39.0,282.45305655512936
120.0,98.2,11.0,7.0,9.0,35.0,284.8893586048198
120.0,100.0,10.0,8.0,9.0,46.0,284.76377347766396
120.0,101.8,10.0,7.0,9.0,35.0,285.1851426734779
120.0,104.8,7.0,6.0,9.0,26.0,282.89821256803265
120.0,110.0,10.0,8.0,9.0,31.0,283.04270132817265
120.0,125.8,9.0,10.0,9.0,34.0,281.1141125415804
120.0,141.2,9.0,14.0,9.0,29.0,282.63660178477056
120.0,143.4,10.0,10.0,11.625,30.0,287.0238628524839
120.0,143.0,9.0,10.0,11.625,27.0,286.9716508948905
120.0,140.8,11.0,8.0,11.625,25.0,287.17265778878885
120.0,131.2,10.0,9.0,11.625,35.0,284.26894175854113
120.0,121.6,10.0,11.0,11.625,33.0,288.0794106623276
120.0,127.8,10.0,13.0,11.625,35.0,289.461786362505
120.0,131.0,13.0,14.0,20.0,28.0,291.4198522942119
120.0,134.2,11.0,11.0,12.0,27.0,291.9688449695764
120.0,133.8,10.0,13.0,12.0,29.0,290.7165905656572
120.0,130.2,12.0,17.0,11.0,28.0,288.78015016365015
120.0,122.8,11.0,17.0,14.0,22.0,287.6957235018041
120.0,118.4,12.0,17.0,13.0,26.0,286.23402575680046
120.0,114.2,11.0,22.0,12.0,27.0,288.3508225348155
120.0,110.4,12.0,17.5,17.0,48.0,288.6115728879859
120.0,106.6,28.0,13.0,15.0,24.0,292.0799750304372
120.0,102.8,2.0,11.0,20.0,30.0,290.1077564193993
120.0,99.0,7.0,13.0,26.0,23.0,287.11464637275526
120.0,95.4,11.0,5.0,12.0,42.0,283.8114820156147
120.0,92.0,12.0,6.0,10.0,31.0,283.54186300418434
120.0,94.8,15.0,2.0,10.0,40.0,284.7950043725948
120.0,100.1,20.0,6.0,11.0,26.0,286.10884605206047
120.0,105.4,21.0,6.0,13.0,33.0,289.0542561102192
120.0,106.4,22.0,2.0,18.0,3.0,288.91159062371963
120.0,106.2,20.25,3.5,15.75,6.5,289.7587446063921
120.0,104.0,15.0,8.0,9.0,17.0,289.85325002931137
120.0,101.1,17.0,6.0,12.0,17.0,291.4970596556509
120.0,98.2,18.0,7.0,10.0,17.0,293.0161259123399
120.0,96.0,18.0,7.0,10.0,17.0,292.25729943247455
120.0,94.4,15.0,37.0,13.0,30.0,289.1503208307292
120.0,91.8,7.0,2.0,9.0,21.0,289.1951494880659
120.0,89.0,8.0,1.0,14.0,24.0,287.66857684575285
120.0,86.75,15.0,3.0,14.0,28.0,287.84600027648077
120.0,92.95,13.0,1.0,14.0,24.0,285.24622019132374
120.0,99.55,14.3333333333333,1.58333333333333,14.0,26.6666666666666,285.893044596814
120.0,104.55,29.0,8.0,14.0,56.0,289.3446291451267
120.0,107.15,23.0,7.0,14.0,61.0,291.63955954969015
120.0,108.0,19.0,1.0,14.0,42.0,291.04277047582474
120.0,103.2,17.0,6.0,14.0,39.0,289.2580350407738
120.0,99.6,12.0,5.0,14.0,26.0,285.1650752953151
120.0,99.6,13.0,4.0,14.0,29.0,286.72428919840075
120.0,101.6,17.0,3.0,14.0,33.0,286.5392930163551
120.0,103.2,18.0,4.0,14.0,32.0,287.90588004961506
120.0,104.6,21.0,7.0,14.0,34.0,284.56715587082545
120.0,104.8,18.0,3.0,14.0,33.0,283.88076430457016
120.0,103.0,17.0,4.0,14.0,26.0,285.93262299155396
120.0,101.2,13.0,3.0,14.0,33.0,286.11350133663217
120.0,99.0,17.3333333333333,3.33333333333333,14.0,33.75,287.1780626646114
120.0,97.0,26.0,4.0,14.0,35.25,283.7757418044468
120.0,101.7333333333332,17.0,5.0,14.0,36.0,285.1361305600724
120.0,106.4666666666664,19.0,7.0,14.0,35.0,281.4902968953893
112.8,109.4666666666664,20.0,8.0,14.0,32.5,279.6805614672998
112.8,113.4666666666664,20.6666666666666,7.25,14.0,30.0,276.24
78.96,117.4666666666664,22.0,5.75,14.0,25.0,276.24
112.8,117.53333333333322,18.0,5.0,14.0,36.0,276.24
112.8,124.6,18.0,5.0,14.0,39.0,279.12576721625345
120.0,137.4,21.0,6.0,14.0,36.0,281.09200379223176
120.0,151.2,19.0,2.0,13.9090909090909,16.0,287.27314704018363
120.0,162.2333333333333,16.0,2.0,13.8181818181818,37.0,288.4467011551078
120.0,157.7666666666665,15.0,4.0,13.7272727272727,32.0,289.47827728302866
120.0,146.2999999999997,15.0,3.0,13.0,33.0,283.29713403507685
112.8,130.8999999999997,16.0,5.0,13.0,31.0,279.23781270389924
112.8,122.4999999999997,17.0,5.0,13.0,32.0,276.24
78.96,119.6666666666664,16.0,5.0,13.0,30.0,276.24
112.8,129.53333333333322,16.0,6.0,13.0,33.0,276.24
112.8,141.2,18.0,10.0,13.0,46.0,282.33053431454
120.0,152.6,21.0,11.0,13.0,41.0,288.2087871106755
120.0,157.0,21.0,6.0,13.0,38.0,288.20878711067553
112.8,158.6,21.0,13.0,15.0,40.0,282.11825279613555
112.8,160.4,21.0,13.0,10.0,32.0,276.24
78.96,160.4,22.0,10.0,11.0,45.0,276.24
112.8,156.4,23.0,13.0,19.0,43.0,276.24
112.8,151.0,21.0,12.0,20.0,48.0,280.07108069224483
120.0,145.6,22.0,13.0,11.0,39.0,283.1696769539939
120.0,140.6,22.0,17.0,11.0,33.0,288.1382546047684
120.0,135.6,21.0,15.0,17.0,27.0,289.4176601222707
120.0,133.6,20.0,15.0,29.0,42.0,289.7352764824488
120.0,132.4,20.0,12.0,19.5,31.5,288.9774766561835
120.0,131.8,20.0,9.0,10.0,21.0,286.1235713634847
120.0,130.0,18.0,13.0,6.0,30.0,284.8461445978875
120.0,129.2,23.0,13.0,15.0,23.0,280.6353667733783
112.8,130.0,21.0,16.0,14.0,22.0,278.37878585633
112.8,136.4,21.0,5.0,5.0,30.0,276.24
78.96,142.2,19.0,11.0,9.0,53.0,276.24
112.8,146.2,25.0,17.0,13.0,40.0,276.24
112.8,147.0,25.0,24.0,19.0,25.0,277.56865654587546
120.0,145.6,22.0,13.5,14.0,25.0,282.54980739385456
120.0,139.6,19.0,3.0,9.0,25.0,286.20264668546844
120.0,133.6,21.0,8.0,16.0,23.0,291.11153039031217
