date, pm25, pm10, o3, no2, so2, co,location
2021-01-31,132,81,3,1,1,5,"Borivali East, Mumbai"
2021-02-01,161,71,3, ,1,4,"Borivali East, Mumbai"
2021-02-02,143,70,3,1,1,5,"Borivali East, Mumbai"
2021-02-03,149,76,4, ,1,4,"Borivali East, Mumbai"
2021-02-04,151,78,4,1,1,5,"Borivali East, Mumbai"
2021-02-05,153,73,4,1,1,4,"Borivali East, Mumbai"
2021-02-06,132,76,3,1,1,3,"Borivali East, Mumbai"
2021-02-07,126,65,4,1,1,4,"Borivali East, Mumbai"
2021-02-08,123,71,5,1,1,5,"Borivali East, Mumbai"
2021-02-09,121,218,5,3,2,6,"Borivali East, Mumbai"
2021-02-10,266,77,4,1,1,5,"Borivali East, Mumbai"
2021-02-11,147,84,6,2,1,6,"Borivali East, Mumbai"
2021-02-12,160,76,4,2,1,5,"Borivali East, Mumbai"
2021-02-13,128,76,4,1,1,4,"Borivali East, Mumbai"
2021-02-14,136,92,2,1,1,5,"Borivali East, Mumbai"
2021-02-15,139,54,3,1,5,3,"Borivali East, Mumbai"
2021-02-16,77,65,2, , ,3,"Borivali East, Mumbai"
2021-02-17,106,96,3, ,2,5,"Borivali East, Mumbai"
2021-02-18,149,55,3,1,2,4,"Borivali East, Mumbai"
2021-02-19,85,55,5,2,2,3,"Borivali East, Mumbai"
2021-02-20,89,62,4,1,2,3,"Borivali East, Mumbai"
2021-02-21,107,62,3,1,3,12,"Borivali East, Mumbai"
2021-02-22,97,79,7,1,3,5,"Borivali East, Mumbai"
2021-02-23,133,85,4,2,2,5,"Borivali East, Mumbai"
2021-02-24,134,71,5,1,2,4,"Borivali East, Mumbai"
2021-02-25,104,63,4,2,2,4,"Borivali East, Mumbai"
2021-02-26,58,117,4,2,3,3,"Borivali East, Mumbai"
2021-02-27,125,77,4,1,2,3,"Borivali East, Mumbai"
2021-02-28,135,81,4,1,2,4,"Borivali East, Mumbai"
2021-03-01,137,137,7,3,2,3,"Borivali East, Mumbai"
2021-03-02,162,227,5,2,2,4,"Borivali East, Mumbai"
2021-03-03,160,96,4,2,2,6,"Borivali East, Mumbai"
2021-03-04,161,83,4,2,2,5,"Borivali East, Mumbai"
2021-03-05,144,84,5,1,2,5,"Borivali East, Mumbai"
2021-03-06,138,70,3,1,2,3,"Borivali East, Mumbai"
2021-03-07,97,63,2,1,2,3,"Borivali East, Mumbai"
2021-03-08,95,81,2,1, ,4,"Borivali East, Mumbai"
2021-03-09,142,80,3,1, ,4,"Borivali East, Mumbai"
2021-03-10,134,72,3, ,1,4,"Borivali East, Mumbai"
2021-03-11,138,63,3,1,2,3,"Borivali East, Mumbai"
2021-03-12,92,95,5,1,3,4,"Borivali East, Mumbai"
2021-03-13,155,105,4,1,3,5,"Borivali East, Mumbai"
2021-03-14,155,98,4,2,3,5,"Borivali East, Mumbai"
2021-03-15,148,96,4,1,3,4,"Borivali East, Mumbai"
2021-03-16,127,101, ,1,3,5,"Borivali East, Mumbai"
2021-03-17,139,87,1,1,3,8,"Borivali East, Mumbai"
2021-03-18,172,127,3,1,2,4,"Borivali East, Mumbai"
2021-03-19,152,111,3, , ,3,"Borivali East, Mumbai"
2021-03-20,91,98,4,1, ,2,"Borivali East, Mumbai"
2021-03-21,112,87,5,1, ,3,"Borivali East, Mumbai"
2021-03-22,114,88,5,1, ,4,"Borivali East, Mumbai"
2021-03-23,134,100,4,2,1,5,"Borivali East, Mumbai"
2021-03-24,157,75,4,2, ,4,"Borivali East, Mumbai"
2021-03-25,151,96,4,2,1,5,"Borivali East, Mumbai"
2021-03-26,134,99,4,3,1,6,"Borivali East, Mumbai"
2021-03-27,143,73,4,2,1,4,"Borivali East, Mumbai"
2021-03-28,124,72,4,1,1,4,"Borivali East, Mumbai"
2021-03-29,120,48,3, ,1,2,"Borivali East, Mumbai"
2021-03-30,57,52,2, , ,1,"Borivali East, Mumbai"
2021-03-31,55,97,2, , ,2,"Borivali East, Mumbai"
2021-04-01,75,107,3, , ,2,"Borivali East, Mumbai"
2021-04-02,75,86,3,1,1,2,"Borivali East, Mumbai"
2021-04-03,69,74,2, , ,1,"Borivali East, Mumbai"
2021-04-04,66,64,3, , ,2,"Borivali East, Mumbai"
2021-04-05,62,71,3,1, ,3,"Borivali East, Mumbai"
2021-04-06,87,64,3, , ,3,"Borivali East, Mumbai"
2021-04-07,76, , , , , ,"Borivali East, Mumbai"
2021-04-08, ,98,3,1, ,3,"Borivali East, Mumbai"
2021-04-09,80,81,3, ,1,2,"Borivali East, Mumbai"
2021-04-10,77,68,2, ,15,2,"Borivali East, Mumbai"
2021-04-11,77,67,2,1,19,3,"Borivali East, Mumbai"
2021-04-12,86,196,2,1, ,3,"Borivali East, Mumbai"
2021-04-13,94,60,2,1, ,3,"Borivali East, Mumbai"
2021-04-14,85,57,2,1, ,2,"Borivali East, Mumbai"
2021-04-15,93,52,2, , ,2,"Borivali East, Mumbai"
2021-04-16,78,60,2, , ,2,"Borivali East, Mumbai"
2021-04-17,79,62,2, , ,2,"Borivali East, Mumbai"
2021-04-18,98,62,2, ,24,2,"Borivali East, Mumbai"
2021-04-19,82,50,2, ,22,2,"Borivali East, Mumbai"
2021-04-20,66,49,2, ,22,2,"Borivali East, Mumbai"
2021-04-21,63,57,2, ,22,2,"Borivali East, Mumbai"
2021-04-22,71,49,2, ,22,1,"Borivali East, Mumbai"
2021-04-23,60,53,2, ,23,2,"Borivali East, Mumbai"
2021-04-24,67,67,3, ,24,2,"Borivali East, Mumbai"
2021-04-25,84,91,3, ,25,3,"Borivali East, Mumbai"
2021-04-26,107,102,3, ,25,2,"Borivali East, Mumbai"
2021-04-27,86,77,3,1,25,2,"Borivali East, Mumbai"
2021-04-28,83,54,2, ,25,2,"Borivali East, Mumbai"
2021-04-29,62,51,2, ,26,2,"Borivali East, Mumbai"
2021-04-30,70,50,2, ,26,2,"Borivali East, Mumbai"
2021-05-01,72,53,3, ,26,2,"Borivali East, Mumbai"
2021-05-02,81,58,3,1,26,3,"Borivali East, Mumbai"
2021-05-03,101,200,2, ,27,2,"Borivali East, Mumbai"
2021-05-04,74, ,2, ,26,2,"Borivali East, Mumbai"
2021-05-05,76,69,2, ,26,2,"Borivali East, Mumbai"
2021-05-06,225,46,2, ,27,2,"Borivali East, Mumbai"
2021-05-07,68,41,2, ,27,2,"Borivali East, Mumbai"
2021-05-08,65,47,2, ,28,2,"Borivali East, Mumbai"
2021-05-09,54,36,2, ,27,2,"Borivali East, Mumbai"
2021-05-10,53,31,2, ,26,2,"Borivali East, Mumbai"
2021-05-11,62,33,2, ,26,2,"Borivali East, Mumbai"
2021-05-12,51,40,2, ,26,2,"Borivali East, Mumbai"
2021-05-13,50,43,2, ,26,2,"Borivali East, Mumbai"
2021-05-14,58,142,3,1,27,4,"Borivali East, Mumbai"
2021-05-15,161,48,3,1,26,3,"Borivali East, Mumbai"
2021-05-16,83,16,2, ,28,2,"Borivali East, Mumbai"
2021-05-17,34, , , , , ,"Borivali East, Mumbai"
2021-05-20, ,70,3, ,25,1,"Borivali East, Mumbai"
2021-05-21,63,59,2, ,18,1,"Borivali East, Mumbai"
2021-05-22,63,51,2, ,10,1,"Borivali East, Mumbai"
2021-05-23,60,46,2, ,10,1,"Borivali East, Mumbai"
2021-05-24,53,49,2, ,10,1,"Borivali East, Mumbai"
2021-05-25,54,46,2, ,10,1,"Borivali East, Mumbai"
